日期,無風險利率
2022-09-13,0.01645
2022-09-14,0.01675
2022-09-15,0.01675
2022-09-16,0.01685
2022-09-19,0.01695
2022-09-20,0.01685
2022-09-21,0.01685
2022-09-22,0.01695
2022-09-23,0.01695
2022-09-26,0.01735
2022-09-27,0.01815
2022-09-28,0.01925
2022-09-29,0.01925
2022-09-30,0.019450000000000002
2022-10-03,0.019350000000000003
2022-10-04,0.01905
2022-10-05,0.01915
2022-10-06,0.01925
2022-10-07,0.01955
2022-10-11,0.019850000000000003
2022-10-12,0.019850000000000003
2022-10-13,0.019850000000000003
2022-10-14,0.01975
2022-10-17,0.019950000000000002
2022-10-18,0.019950000000000002
2022-10-19,0.019950000000000002
2022-10-20,0.019950000000000002
2022-10-21,0.019850000000000003
2022-10-24,0.019850000000000003
2022-10-25,0.02175
2022-10-26,0.02265
2022-10-27,0.02275
2022-10-28,0.02265
2022-10-31,0.02265
2022-11-01,0.02275
2022-11-02,0.02275
2022-11-03,0.022949999999999998
2022-11-04,0.022949999999999998
2022-11-07,0.022949999999999998
2022-11-08,0.0235
2022-11-09,0.02335
2022-11-10,0.023450000000000002
2022-11-11,0.02275
2022-11-14,0.02305
2022-11-15,0.02305
2022-11-16,0.022949999999999998
2022-11-17,0.02175
2022-11-18,0.0215
2022-11-21,0.02175
2022-11-22,0.021400000000000002
2022-11-23,0.02125
2022-11-24,0.020950000000000003
2022-11-25,0.02075
2022-11-28,0.020350000000000004
2022-11-29,0.02075
2022-11-30,0.02025
2022-12-01,0.01975
2022-12-02,0.01925
2022-12-05,0.01914
2022-12-06,0.01925
2022-12-07,0.01765
2022-12-08,0.01755
2022-12-09,0.01755
2022-12-12,0.01775
2022-12-13,0.01765
2022-12-14,0.01775
2022-12-15,0.0177
2022-12-16,0.01575
2022-12-19,0.01525
2022-12-20,0.01575
2022-12-21,0.01555
2022-12-22,0.01525
2022-12-23,0.01525
2022-12-26,0.01525
2022-12-27,0.01575
2022-12-28,0.01555
2022-12-29,0.01555
2022-12-30,0.01555
2023-01-03,0.015349999999999999
2023-01-04,0.015349999999999999
2023-01-05,0.015349999999999999
2023-01-06,0.015349999999999999
2023-01-09,0.01525
2023-01-10,0.01525
2023-01-11,0.01525
2023-01-12,0.01525
2023-01-13,0.014950000000000001
2023-01-16,0.014950000000000001
2023-01-17,0.014750000000000001
2023-01-30,0.01455
2023-01-31,0.01455
2023-02-01,0.01455
2023-02-02,0.014450000000000001
2023-02-03,0.014450000000000001
2023-02-06,0.014650000000000002
2023-02-07,0.014650000000000002
2023-02-08,0.014850000000000002
2023-02-09,0.014850000000000002
2023-02-10,0.014950000000000001
2023-02-13,0.014850000000000002
2023-02-14,0.014850000000000002
2023-02-15,0.014950000000000001
2023-02-16,0.01505
2023-02-17,0.01525
2023-02-20,0.01525
2023-02-21,0.01525
2023-02-22,0.01545
2023-02-23,0.01545
2023-02-24,0.01545
2023-03-01,0.01545
2023-03-02,0.01555
2023-03-03,0.015600000000000001
2023-03-06,0.01545
2023-03-07,0.01555
2023-03-08,0.01545
2023-03-09,0.01565
2023-03-10,0.01565
2023-03-13,0.015349999999999999
2023-03-14,0.015349999999999999
2023-03-15,0.01545
2023-03-16,0.01525
2023-03-17,0.015349999999999999
2023-03-20,0.015349999999999999
2023-03-21,0.015349999999999999
2023-03-22,0.015349999999999999
2023-03-23,0.015149999999999999
2023-03-24,0.01505
2023-03-27,0.01545
2023-03-28,0.01545
2023-03-29,0.01545
2023-03-30,0.01545
2023-03-31,0.01555
2023-04-06,0.01545
2023-04-07,0.01545
2023-04-10,0.015149999999999999
2023-04-11,0.015149999999999999
2023-04-12,0.01555
2023-04-13,0.01545
2023-04-14,0.01545
2023-04-17,0.01545
2023-04-18,0.01545
2023-04-19,0.015600000000000001
2023-04-20,0.015600000000000001
2023-04-21,0.01555
2023-04-24,0.01555
2023-04-25,0.01555
2023-04-26,0.01595
2023-04-27,0.01585
2023-04-28,0.01585
