"日期","收市","開市","高","低","升跌（%）"
"2021-7-23","0.645","0.645","0.645","0.645","0.00%"
"2021-7-22","0.645","0.645","0.645","0.645","0.00%"
"2021-7-21","0.645","0.640","0.645","0.640","0.78%"
"2021-7-20","0.640","0.650","0.650","0.640","-1.54%"
"2021-7-19","0.650","0.655","0.655","0.650","-0.76%"
"2021-7-16","0.655","0.655","0.655","0.655","0.00%"
"2021-7-15","0.655","0.660","0.660","0.655","-0.76%"
"2021-7-14","0.660","0.655","0.660","0.655","0.76%"
"2021-7-13","0.655","0.640","0.655","0.640","2.34%"
"2021-7-12","0.640","0.640","0.640","0.640","0.00%"
"2021-7-9","0.640","0.650","0.650","0.640","-1.54%"
"2021-7-8","0.650","0.655","0.655","0.650","-0.76%"
"2021-7-7","0.655","0.665","0.665","0.655","-1.50%"
"2021-7-6","0.665","0.670","0.670","0.665","-0.75%"
"2021-7-5","0.670","0.675","0.675","0.670","-0.74%"
"2021-7-2","0.675","0.675","0.675","0.675","0.00%"
"2021-7-1","0.675","0.680","0.680","0.675","-0.74%"
"2021-6-30","0.680","0.685","0.685","0.680","-0.73%"
"2021-6-29","0.685","0.690","0.690","0.685","-0.72%"
"2021-6-28","0.690","0.695","0.695","0.690","-0.72%"
"2021-6-25","0.695","0.690","0.695","0.690","0.72%"
"2021-6-24","0.690","0.685","0.690","0.685","0.73%"
"2021-6-23","0.685","0.700","0.700","0.685","-5.52%"
"2021-6-22","0.725","0.725","0.725","0.725","-0.68%"
"2021-6-21","0.730","0.730","0.730","0.730","0.00%"
"2021-6-18","0.730","0.730","0.730","0.730","0.00%"
"2021-6-17","0.730","0.730","0.730","0.730","0.00%"
"2021-6-16","0.730","0.730","0.730","0.730","2.82%"
"2021-6-15","0.710","0.715","0.715","0.710","-0.70%"
"2021-6-14","0.715","0.715","0.715","0.715","0.00%"
"2021-6-11","0.715","0.720","0.720","0.715","-0.69%"
"2021-6-10","0.720","0.715","0.720","0.715","0.70%"
"2021-6-9","0.715","0.715","0.715","0.715","0.00%"
"2021-6-8","0.715","0.720","0.720","0.715","-0.69%"
"2021-6-7","0.720","0.710","0.720","0.710","1.41%"
"2021-6-4","0.710","0.715","0.715","0.710","-0.70%"
"2021-6-3","0.715","0.725","0.725","0.715","-1.38%"
"2021-6-2","0.725","0.725","0.725","0.725","0.00%"
"2021-6-1","0.725","0.730","0.730","0.725","-0.68%"
"2021-5-31","0.730","0.730","0.730","0.730","0.00%"
"2021-5-28","0.730","0.730","0.730","0.730","0.00%"
"2021-5-27","0.730","0.735","0.735","0.730","-0.68%"
"2021-5-26","0.735","0.730","0.735","0.730","0.68%"
"2021-5-25","0.730","0.725","0.730","0.725","0.69%"
"2021-5-24","0.725","0.715","0.725","0.715","1.40%"
"2021-5-21","0.715","0.730","0.730","0.715","-2.05%"
"2021-5-20","0.730","0.735","0.735","0.730","-0.68%"
"2021-5-19","0.735","0.725","0.735","0.725","1.38%"
"2021-5-18","0.725","0.735","0.735","0.725","-1.36%"
"2021-5-17","0.735","0.735","0.735","0.735","0.00%"
"2021-5-14","0.735","0.735","0.735","0.735","0.00%"
"2021-5-13","0.735","0.735","0.735","0.735","0.00%"
"2021-5-12","0.735","0.735","0.735","0.735","0.00%"
"2021-5-11","0.735","0.735","0.735","0.735","0.00%"
"2021-5-10","0.735","0.735","0.735","0.735","0.00%"
"2021-5-7","0.735","0.730","0.735","0.730","0.68%"
"2021-5-6","0.730","0.735","0.735","0.730","-0.68%"
"2021-5-5","0.735","0.735","0.735","0.735","0.00%"
"2021-5-4","0.735","0.730","0.735","0.730","0.68%"
"2021-5-3","0.730","0.735","0.735","0.730","-0.68%"
"2021-4-30","0.735","0.735","0.735","0.735","0.00%"
"2021-4-29","0.735","0.735","0.735","0.735","0.00%"
"2021-4-28","0.735","0.735","0.735","0.735","0.00%"
"2021-4-27","0.735","0.735","0.735","0.735","0.00%"
"2021-4-26","0.735","0.735","0.735","0.735","0.00%"
"2021-4-23","0.735","0.735","0.735","0.735","0.00%"
"2021-4-22","0.735","0.730","0.735","0.730","0.68%"
"2021-4-21","0.730","0.730","0.730","0.730","-0.68%"
"2021-4-20","0.735","0.745","0.745","0.735","-1.34%"
"2021-4-19","0.745","0.740","0.745","0.740","0.68%"
"2021-4-16","0.740","0.735","0.740","0.735","0.68%"
"2021-4-15","0.735","0.735","0.735","0.735","0.00%"
"2021-4-14","0.735","0.735","0.735","0.735","0.00%"
"2021-4-13","0.735","0.735","0.735","0.735","0.00%"
"2021-4-12","0.735","0.765","0.765","0.735","-3.92%"
"2021-4-9","0.765","0.765","0.765","0.765","0.00%"
"2021-4-8","0.765","0.760","0.765","0.760","0.66%"
"2021-4-7","0.760","0.760","0.760","0.760","0.00%"
"2021-4-6","0.760","0.760","0.760","0.760","0.00%"
"2021-4-5","0.760","0.760","0.760","0.760","0.00%"
"2021-4-2","0.760","0.760","0.760","0.760","0.00%"
"2021-4-1","0.760","0.765","0.765","0.760","-0.65%"
"2021-3-31","0.765","0.770","0.770","0.765","-0.65%"
"2021-3-30","0.770","0.790","0.790","0.770","-2.53%"
"2021-3-29","0.790","0.805","0.805","0.790","-1.86%"
"2021-3-26","0.805","0.810","0.810","0.805","-0.62%"
"2021-3-25","0.810","0.810","0.810","0.810","-1.22%"
"2021-3-24","0.820","0.820","0.820","0.820","0.00%"
"2021-3-23","0.820","0.820","0.820","0.820","-1.20%"
"2021-3-22","0.830","0.845","0.845","0.830","-1.78%"
"2021-3-19","0.845","0.830","0.845","0.830","1.81%"
"2021-3-18","0.830","0.815","0.830","0.815","1.84%"
"2021-3-17","0.815","0.815","0.815","0.815","-0.61%"
"2021-3-16","0.820","0.825","0.825","0.820","-0.61%"
"2021-3-15","0.825","0.820","0.825","0.820","0.61%"
"2021-3-12","0.820","0.790","0.820","0.790","3.80%"
"2021-3-11","0.790","0.770","0.790","0.770","2.60%"
"2021-3-10","0.770","0.770","0.770","0.770","0.00%"
"2021-3-9","0.770","0.760","0.770","0.760","1.32%"
"2021-3-8","0.760","0.760","0.760","0.760","0.00%"
"2021-3-5","0.760","0.755","0.760","0.755","0.66%"
"2021-3-4","0.755","0.730","0.755","0.730","3.42%"
"2021-3-3","0.730","0.750","0.750","0.730","-2.67%"
"2021-3-2","0.750","0.735","0.750","0.735","2.04%"
"2021-3-1","0.735","0.735","0.735","0.735","0.00%"
"2021-2-26","0.735","0.740","0.740","0.735","-0.68%"
"2021-2-25","0.740","0.760","0.760","0.740","-2.63%"
"2021-2-24","0.760","0.710","0.760","0.710","7.04%"
"2021-2-23","0.710","0.679","0.710","0.679","4.57%"
"2021-2-22","0.679","0.515","0.679","0.515","31.84%"
"2021-2-19","0.515","0.510","0.515","0.510","0.98%"
"2021-2-18","0.510","0.495","0.510","0.495","3.03%"
"2021-2-17","0.495","0.455","0.495","0.455","8.79%"
"2021-2-16","0.455","0.455","0.455","0.455","0.00%"
"2021-2-15","0.455","0.455","0.455","0.455","0.00%"
"2021-2-12","0.455","0.455","0.455","0.455","0.00%"
"2021-2-11","0.455","0.455","0.455","0.455","0.00%"
"2021-2-10","0.455","0.455","0.455","0.455","0.00%"
"2021-2-9","0.455","0.455","0.455","0.455","0.00%"
"2021-2-8","0.455","0.455","0.455","0.455","0.00%"
"2021-2-5","0.455","0.455","0.455","0.455","0.00%"
"2021-2-4","0.455","0.455","0.455","0.455","0.00%"
"2021-2-3","0.455","0.445","0.455","0.445","2.25%"
"2021-2-2","0.445","0.450","0.450","0.445","-1.11%"
"2021-2-1","0.450","0.445","0.450","0.445","1.12%"
"2021-1-29","0.445","0.450","0.450","0.445","-1.11%"
"2021-1-28","0.450","0.445","0.450","0.445","1.12%"
"2021-1-27","0.445","0.435","0.445","0.435","2.30%"
"2021-1-26","0.435","0.415","0.435","0.415","4.82%"
"2021-1-25","0.415","0.415","0.415","0.415","0.00%"
"2021-1-22","0.415","0.405","0.415","0.405","2.47%"
"2021-1-21","0.405","0.410","0.410","0.405","-1.22%"
"2021-1-20","0.410","0.410","0.410","0.410","0.00%"
"2021-1-19","0.410","0.410","0.410","0.410","0.00%"
"2021-1-18","0.410","0.410","0.410","0.410","0.00%"
"2021-1-15","0.410","0.400","0.410","0.400","2.50%"
"2021-1-14","0.400","0.400","0.400","0.400","0.00%"
"2021-1-13","0.400","0.390","0.400","0.390","2.56%"
"2021-1-12","0.390","0.405","0.405","0.390","-3.70%"
"2021-1-11","0.405","0.420","0.420","0.405","-3.57%"
"2021-1-8","0.420","0.420","0.420","0.420","-2.33%"
"2021-1-7","0.430","0.385","0.430","0.385","11.69%"
"2021-1-6","0.385","0.385","0.385","0.385","0.00%"
"2021-1-5","0.385","0.405","0.405","0.385","-4.94%"
"2021-1-4","0.405","0.380","0.405","0.380","6.58%"
"2020-12-31","0.380","0.390","0.390","0.380","-2.56%"
"2020-12-30","0.390","0.390","0.390","0.390","0.00%"
"2020-12-29","0.390","0.380","0.390","0.380","2.63%"
"2020-12-28","0.380","0.400","0.400","0.380","-5.00%"
"2020-12-25","0.400","0.375","0.400","0.375","6.67%"
"2020-12-24","0.375","0.375","0.375","0.375","0.00%"
"2020-12-23","0.375","0.380","0.380","0.375","-1.32%"
"2020-12-22","0.380","0.390","0.390","0.380","-2.56%"
"2020-12-21","0.390","0.400","0.400","0.390","-2.50%"
"2020-12-18","0.400","0.400","0.400","0.400","0.00%"
"2020-12-17","0.400","0.400","0.400","0.400","0.00%"
"2020-12-16","0.400","0.380","0.400","0.380","5.26%"
"2020-12-15","0.380","0.405","0.405","0.380","-6.17%"
"2020-12-14","0.405","0.420","0.420","0.405","-3.57%"
"2020-12-11","0.420","0.435","0.435","0.420","-3.45%"
"2020-12-10","0.435","0.405","0.435","0.405","7.41%"
"2020-12-9","0.405","0.400","0.405","0.400","1.25%"
"2020-12-8","0.400","0.395","0.400","0.395","1.27%"
"2020-12-7","0.395","0.380","0.395","0.380","3.95%"
"2020-12-4","0.380","0.390","0.390","0.380","-2.56%"
"2020-12-3","0.390","0.350","0.390","0.350","11.43%"
"2020-12-2","0.350","0.360","0.360","0.350","-2.78%"
"2020-12-1","0.360","0.360","0.360","0.360","0.00%"
"2020-11-30","0.360","0.370","0.370","0.360","-2.70%"
"2020-11-27","0.370","0.400","0.400","0.370","-7.50%"
"2020-11-26","0.400","0.400","0.400","0.400","0.00%"
"2020-11-25","0.400","0.400","0.400","0.400","0.00%"
"2020-11-24","0.400","0.450","0.450","0.400","-11.11%"
"2020-11-23","0.450","0.460","0.460","0.450","-2.17%"
"2020-11-20","0.460","0.460","0.460","0.460","0.00%"
